తిరువూరు	CITY																								
ప్రొద్దుతూరు	CITY																								
గుడివాడ	CITY																								
సత్తెనపల్లి	CITY																								
నంద్యాల	CITY																								
అదోని	CITY																								
మార్షల్ పాలెం	CITY																								
గోదావరి	RIVER																								
కృష్ణా	RIVER																								
పెన్నా	RIVER																								
తుంగభద్ర	RIVER																								
నాగావలి	RIVER																								
పెన్నరు	RIVER																								
వంశధార	RIVER																								
చంపావతి	RIVER																								
వేగావతి	RIVER																								
సువర్ణముఖి	RIVER																								
తిరుమల	TEMPLE																								
శ్రీకాకుళం	TEMPLE																								
సింహాచలం	TEMPLE																								
అన్నమయ్య ఆలయం	TEMPLE																								
వేంకటేశ్వర స్వామి ఆలయం	TEMPLE																								
కాళహస్తి ఆలయం	TEMPLE																								
ద్రాక్షారామం	TEMPLE																								
సామర్లకోట	TEMPLE																								
అమరావతి బౌద్ధ స్తూపం	HISTORICAL_SITE																								
నాగార్జున కొండ	HISTORICAL_SITE																								
బాపట్ల కోట	HISTORICAL_SITE																								
చంద్రగిరి కోట	HISTORICAL_SITE																								
గోల్కొండ కోట	HISTORICAL_SITE																								
ఉదయగిరి కోట	HISTORICAL_SITE																								
మచిలీపట్నం ఫోర్ట్	HISTORICAL_SITE																								
తిరుమల కొండలు	MOUNTAIN																								
నల్లమల కొండలు	MOUNTAIN																								
పాలకొండలు	MOUNTAIN																								
అనంతగిరి కొండలు	MOUNTAIN																								
వెల్లికందురు కొండలు	MOUNTAIN																								
అరకు లోయ	HILL_STATION																								
హర్షిల్	HILL_STATION																								
పాపి కొండలు	FOREST																								
నల్లమల అడవులు	FOREST																								
కొరుకు అడవి	FOREST																								
కృష్ణా జిల్లా మాంగ్రోవ్ అడవులు	FOREST																								
పులికట్ సరస్సు	LAKE																								
కొల్లేరు సరస్సు	LAKE																								
ఉప్పలపల్లి సరస్సు	LAKE																								
గుండ్లకమ్మ జలాశయం	LAKE																								
పోలవరం జలాశయం	LAKE																								
ధవళేశ్వరం జలాశయం	LAKE																								
విజయనగరం	CITY																								
పిఠాపురం	CITY																								
ఏలూరు	CITY																								
తణుకు	CITY																								
మార్కాపురం	CITY																								
పర్వతిపురం	CITY																								
నరసరావుపేట	CITY																								
బొబ్బిలి	CITY																								
పాడేరు	CITY																								
చిలకలూరిపేట	CITY																								
మొహమ్మదాబాద్	CITY																								
కొవ్వూరు	CITY																								
అవనిగడ్డ	CITY																								
పెదపాడు	CITY																								
కోవూరు (నెల్లూరు)	CITY																								
యానాం	CITY																								
మాచెర్ల	CITY																								
వెంకటాగిరి	CITY																								
తాడేపల్లిగూడెం	CITY																								
పామురు	CITY																								
కలికిరి	CITY																								
రాపూరు	CITY																								
అమలాపురం	CITY																								
కొత్తపేట	CITY																								
చీడికాడ	CITY																								
కొయ్యలగూడెం	CITY																								
పెనుగంచిప్రోలు	CITY																								
కోట్ల	CITY																								
ముదినేపల్లి	CITY																								
గోపాలపురం	CITY																								
హిరణ్య కాశిపు పురం	CITY																								
పెదబయలు	CITY																								
అకివీడు	CITY																								
బాపట్ల	CITY																								
నరసరావుపేట	CITY																								
కొల్లిపాలెం	CITY																								
మాగువాడ	CITY																								
ముదినేపల్లి	CITY																								
కొండపాక	CITY																								
దేవరకొండ	CITY																								
నరసాపురం	CITY																								
బాలాఘాట్	CITY																								
కాట్రెగుంట	CITY																								
బుచ్చయ్యపేట	CITY																								
ములకలపల్లి	CITY																								
చింతలపూడి	CITY																								
మునగపాక	CITY																								
పెనుమాక	CITY																								
నారాయణపురం	CITY																								
పెద్దపురం	CITY																								
కొయిలకుంట్ల	CITY																								
పులిపాడు	CITY																								
బొమ్మలపాలెం	CITY																								
పెద్దాపురం	CITY																								
మువ్వలపల్లి	CITY																								
మహబూబ్ నగర్	CITY																								
అమరావతి	CITY																								
అవనిగడ్డ	CITY																								
తాళ్లపల్లి	CITY																								
పెద్దపాడు	CITY																								
కొయ్యలగూడెం	CITY																								
పులివెందుల	CITY																								
మాచవరం	CITY																								
పెండ్లిమర్రి	CITY																								
జంగారెడ్డిగూడెం	CITY																								
వెంకటాచలం	CITY																								
కురుపాం	CITY																								
వియ్యాల	CITY																								
పెదబయలు	CITY																								
చిలకలూరిపేట	CITY																								
ముదినేపల్లి	CITY																								
పులికట్ సరస్సు	LAKE																								
కొల్లేరు సరస్సు	LAKE																								
ఉప్పలపల్లి సరస్సు	LAKE																								
గుండ్లకమ్మ జలాశయం	LAKE																								
పోలవరం జలాశయం	LAKE																								
ధవళేశ్వరం జలాశయం	LAKE																								
ప్రకాశం బ్యారేజి	LAKE																								
తమసా జలాశయం	LAKE																								
నాగార్జున సాగర్ జలాశయం (AP భాగం)	LAKE																								
మాచేర్ల జలాశయం	LAKE																								
సమనాపల్లి జలాశయం	LAKE																								
హంపి కోట (AP-AP border, కొంత భాగం)	HISTORICAL_SITE																								
బొల్లాపురం శిథిలాలు	HISTORICAL_SITE																								
ఘంటసాల	HISTORICAL_SITE																								
వేలూరు కోట	HISTORICAL_SITE																								
ఎలూరు కోట	HISTORICAL_SITE																								
కాకతీయ శిథిలాలు (AP లోని భాగాలు)	HISTORICAL_SITE																								
పులికట్ గోపురం	HISTORICAL_SITE																								
బాపట్ల సముద్ర తీర కోట	HISTORICAL_SITE																								
ద్రాక్షారామ బృహదీశ్వరాలయం	TEMPLE																								
ఏలూరు రామలింగేశ్వర ఆలయం	TEMPLE																								
అమరావతి అమరేశ్వర స్వామి ఆలయం	TEMPLE																								
తిరుపతి గోవిందరాజ స్వామి ఆలయం	TEMPLE																								
శ్రీకాకుళం సూర్య నారాయణ స్వామి ఆలయం	TEMPLE																								
అనమయ్య ఆలయం (మాచవరం)	TEMPLE																								
పిఠాపురం కామాఖ్య పీఠం	TEMPLE																								
సింహాచలం వరాహ లక్ష్మీ నరసింహ స్వామి ఆలయం	TEMPLE																								
నరసింహ క్షేత్రం (అమరావతి)	TEMPLE																								
వేదాద్రి నరసింహ స్వామి ఆలయం	TEMPLE																								
మోచర్ల రామాలయం	TEMPLE																								
బాపట్ల లక్ష్మీ నరసింహ స్వామి ఆలయం	TEMPLE																								
కాట్రెగుంట శివాలయం	TEMPLE																								
పెదబయలు రామాలయం	TEMPLE																								
నల్లమల కొండలు	MOUNTAIN																								
పాలకొండలు	MOUNTAIN																								
అనంతగిరి కొండలు	MOUNTAIN																								
వెల్లికందురు కొండలు	MOUNTAIN																								
అరకు కొండలు	MOUNTAIN																								
పాపి కొండలు	MOUNTAIN																								
హిమవత్ గిరి	MOUNTAIN																								
రాంపచోడ కొండలు	MOUNTAIN																								
మామిడి కొండలు	MOUNTAIN																								
బొమ్మలగుంట కొండలు	MOUNTAIN																								
అరకు లోయ	HILL_STATION																								
హర్షిల్	HILL_STATION																								
లంబసాగరం	HILL_STATION																								
మాధవిలోయ	HILL_STATION																								
పాపి కొండలు	FOREST																								
నల్లమల అడవులు	FOREST																								
కొరుకు అడవి	FOREST																								
కృష్ణా జిల్లా మాంగ్రోవ్ అడవులు	FOREST																								
సుంకరాని అడవి	FOREST																								
మేడిచెర్ల అడవి	FOREST																								
కాట్రెగుంట అడవి	FOREST																								
పక్షి సంరక్షణ కేంద్రం (కొల్లేరు)	FOREST																								
మార్షల్ పాలెం	CITY																								
కొయ్యలగూడెం	CITY																								
పెనుమాక	CITY																								
పులివెందుల	CITY																								
వెంకటాచలం	CITY																								
పెండ్లిమర్రి	CITY																								
జంగారెడ్డిగూడెం	CITY																								
కురుపాం	CITY																								
వియ్యాల	CITY																								
మాచవరం	CITY																								
మువ్వలపల్లి	CITY																								
మహబూబ్ నగర్	CITY																								
అమరావతి	CITY																								
తాళ్లపల్లి	CITY																								
పెద్దపాడు	CITY																								
నరసాపురం	CITY																								
బుచ్చయ్యపేట	CITY																								
ములకలపల్లి	CITY																								
చింతలపూడి	CITY																								
మునగపాక	CITY																								
నారాయణపురం	CITY																								
పెద్దపురం	CITY																								
కొయిలకుంట్ల	CITY																								
పులిపాడు	CITY																								
బొమ్మలపాలెం	CITY																								
మాచెర్ల	CITY																								
వెంకటాగిరి	CITY																								
తాడేపల్లిగూడెం	CITY																								
పామురు	CITY																								
కలికిరి	CITY																								
రాపూరు	CITY																								
అమలాపురం	CITY																								
కొత్తపేట	CITY																								
చీడికాడ	CITY																								
పెనుగంచిప్రోలు	CITY																								
కోట్ల	CITY																								
ముదినేపల్లి	CITY																								
గోపాలపురం	CITY																								
హిరణ్య కాశిపు పురం	CITY																								
అకివీడు	CITY																								
బాపట్ల	CITY																								
కొల్లిపాలెం	CITY																								
మాగువాడ	CITY																								
కొండపాక	CITY																								
దేవరకొండ	CITY																								
బాలాఘాట్	CITY																								
కాట్రెగుంట	CITY																								
పిల్లిగుంట	CITY																								
కొయ్యలగూడెం	CITY																								
పాలకొల్లు	CITY																								
పెదవీరభద్రాపురం	CITY																								
ముసునూరు	CITY																								
మామిడికుదురు	CITY																								
కొల్లిపాక	CITY																								
పులివెందుల	CITY																								
బొమ్మలగుంట	CITY																								
కోటపాడు	CITY																								
నాదెండ్ల	CITY																								
ముదినేపల్లి	CITY																								
రాయవోలు	CITY																								
చిలకలూరిపేట	CITY																								
పులికట్ సరస్సు	LAKE																								
కొల్లేరు సరస్సు	LAKE																								
ఉప్పలపల్లి సరస్సు	LAKE																								
గుండ్లకమ్మ జలాశయం	LAKE																								
పోలవరం జలాశయం	LAKE																								
ధవళేశ్వరం జలాశయం	LAKE																								
ప్రకాశం బ్యారేజి	LAKE																								
తమసా జలాశయం	LAKE																								
నాగార్జున సాగర్ జలాశయం (AP భాగం)	LAKE																								
మాచేర్ల జలాశయం	LAKE																								
సమనాపల్లి జలాశయం	LAKE																								
కొట్టూరు జలాశయం	LAKE																								
వెంకటాపురం జలాశయం	LAKE																								
పాములపాడు జలాశయం	LAKE																								
బాపట్ల జలాశయం	LAKE																								
కృష్ణా నది	RIVER																								
గోదావరి నది	RIVER																								
పెన్నా నది	RIVER																								
తుంగభద్ర నది	RIVER																								
నాగావలి నది	RIVER																								
పెన్నరు నది	RIVER																								
వంశధార నది	RIVER																								
చంపావతి నది	RIVER																								
వేగావతి నది	RIVER																								
సువర్ణముఖి నది	RIVER																								
పాముల నది	RIVER																								
ముసి నది	RIVER																								
పాలేరు నది	RIVER																								
నిజాం సాగర్ జలాశయం (AP భాగం)	LAKE																								
బుద్ధ ఆశ్రమం (అమరావతి)	HISTORICAL_SITE																								
నాగార్జున కొండ	HISTORICAL_SITE																								
ఘంటసాల బౌద్ధ స్థలం	HISTORICAL_SITE																								
బొల్లాపురం శిథిలాలు	HISTORICAL_SITE																								
వేలూరు కోట	HISTORICAL_SITE																								
ఎలూరు కోట	HISTORICAL_SITE																								
పులికట్ గోపురం	HISTORICAL_SITE																								
బాపట్ల సముద్ర తీర కోట	HISTORICAL_SITE																								
కొండవీడు కోట	HISTORICAL_SITE																								
చంద్రగిరి కోట	HISTORICAL_SITE																								
ఉదయగిరి కోట	HISTORICAL_SITE																								
మచిలీపట్నం ఫోర్ట్	HISTORICAL_SITE																								
విజయనగరం రాజ ప్రాసాదం	HISTORICAL_SITE																								
తిరుమల శ్రీ వేంకటేశ్వర ఆలయం	TEMPLE																								
ద్రాక్షారామ బృహదీశ్వరాలయం	TEMPLE																								
ఏలూరు రామలింగేశ్వర ఆలయం	TEMPLE																								
అమరావతి అమరేశ్వర స్వామి ఆలయం	TEMPLE																								
తిరుపతి గోవిందరాజ స్వామి ఆలయం	TEMPLE																								
శ్రీకాకుళం సూర్య నారాయణ స్వామి ఆలయం	TEMPLE																								
అనమయ్య ఆలయం (మాచవరం)	TEMPLE																								
పిఠాపురం కామాఖ్య పీఠం	TEMPLE																								
సింహాచలం వరాహ లక్ష్మీ నరసింహ స్వామి ఆలయం	TEMPLE																								
నరసింహ క్షేత్రం (అమరావతి)	TEMPLE																								
వేదాద్రి నరసింహ స్వామి ఆలయం	TEMPLE																								
మోచర్ల రామాలయం	TEMPLE																								
బాపట్ల లక్ష్మీ నరసింహ స్వామి ఆలయం	TEMPLE																								
కాట్రెగుంట శివాలయం	TEMPLE																								
పెదబయలు రామాలయం	TEMPLE																								
అలంపూర్ నవ బ్రహ్మ ఆలయాలు	TEMPLE																								
చీడికాడ శివాలయం	TEMPLE																								
పాలకొల్లు సూర్య నారాయణ స్వామి ఆలయం	TEMPLE																								
మాచెర్ల సోమేశ్వర స్వామి ఆలయం	TEMPLE																								
విజయనగరం రామాలయం	TEMPLE																								
నల్లమల కొండలు	MOUNTAIN																								
పాలకొండలు	MOUNTAIN																								
అనంతగిరి కొండలు	MOUNTAIN																								
వెల్లికందురు కొండలు	MOUNTAIN																								
అరకు కొండలు	MOUNTAIN																								
పాపి కొండలు	MOUNTAIN																								
హిమవత్ గిరి	MOUNTAIN																								
రాంపచోడ కొండలు	MOUNTAIN																								
మామిడి కొండలు	MOUNTAIN																								
బొమ్మలగుంట కొండలు	MOUNTAIN																								
నల్ల కొండ	MOUNTAIN																								
బోర్ర కొండలు	MOUNTAIN																								
తిరుమల కొండలు	MOUNTAIN																								
అరకు లోయ	HILL_STATION																								
హర్షిల్	HILL_STATION																								
లంబసాగరం	HILL_STATION																								
మాధవిలోయ	HILL_STATION																								
అనంతగిరి హిల్స్	HILL_STATION																								
పాపి కొండలు	FOREST																								
నల్లమల అడవులు	FOREST																								
కొరుకు అడవి	FOREST																								
కృష్ణా జిల్లా మాంగ్రోవ్ అడవులు	FOREST																								
సుంకరాని అడవి	FOREST																								
మేడిచెర్ల అడవి	FOREST																								
కాట్రెగుంట అడవి	FOREST																								
పక్షి సంరక్షణ కేంద్రం (కొల్లేరు)	FOREST																								
కృష్ణా జిల్లా ఉప్పు అడవులు	FOREST																								
పశ్చిమ గోదావరి మాంగ్రోవ్ అడవులు	FOREST																								
అనకాపల్లి	DISTRICT																								
అనంతపురం	DISTRICT																								
అల్లూరి సీతారామ రాజు	DISTRICT																								
కొణసీమ	DISTRICT																								
బాపట్ల	DISTRICT																								
కడప	DISTRICT																								
కాకినాడ	DISTRICT																								
ఈస్ట్ గోదావరి	DISTRICT																								
గుంటూరు	DISTRICT																								
కృష్ణా	DISTRICT																								
నెల్లూరు	DISTRICT																								
పశ్చిమ గోదావరి	DISTRICT																								
పల్నాడు	DISTRICT																								
ప్రకాశం	DISTRICT																								
శ్రీ పొట్టి శ్రీరాములు నెల్లూరు	DISTRICT																								
శ్రీకాకుళం	DISTRICT																								
తిరుపతి	DISTRICT																								
విజయవాడ	DISTRICT																								
విజయనగరం	DISTRICT																								
విశాఖపట్నం	DISTRICT																								
పార్వతీపురం మన్యం	DISTRICT																								
నంద్యాల	DISTRICT																								
అన్నమయ్య	DISTRICT																								
ఎలూరు	DISTRICT																								
కృష్ణా జిల్లా	DISTRICT																								
గుంటూరు జిల్లా	DISTRICT																								
ఆదిలాబాద్	DISTRICT																								
మంచిర్యాల	DISTRICT																								
నిర్మల్	DISTRICT																								
కొమరం భీం అసిఫాబాద్	DISTRICT																								
ఖమ్మం	DISTRICT																								
మహబూబాబాద్	DISTRICT																								
జయశంకర్ భూపాలపల్లి	DISTRICT																								
వరంగల్ గ్రామీణ	DISTRICT																								
వరంగల్ పట్టణ	DISTRICT																								
హనుమకొండ	DISTRICT																								
కరీంనగర్	DISTRICT																								
పెద్దపల్లి	DISTRICT																								
సంగారెడ్డి	DISTRICT																								
మెదక్	DISTRICT																								
సిద్ధిపేట	DISTRICT																								
హైదరాబాద్	DISTRICT																								
రంగారెడ్డి	DISTRICT																								
మహబూబ్‌నగర్	DISTRICT																								
నారాయణపేట	DISTRICT																								
నల్గొండ	DISTRICT																								
యాదాద్రి భువనగిరి	DISTRICT																								
వికారాబాద్	DISTRICT																								
ములుగు	DISTRICT																								
మహబూబాబాద్	DISTRICT																								
అమరావతి	CAPITAL																								
విశాఖపట్నం	CAPITAL																								
కర్నూలు	CAPITAL																								
ఇటానగర్	CAPITAL																								
దిస్పూర్	CAPITAL																								
పాట్నా	CAPITAL																								
రాయ్‌పూర్	CAPITAL																								
పణజి	CAPITAL																								
గాంధీనగర్	CAPITAL																								
చండీగఢ్	CAPITAL																								
శిమ్లా	CAPITAL																								
ధర్మశాల	CAPITAL																								
రాంచీ	CAPITAL																								
బెంగళూరు	CAPITAL																								
తిరువనంతపురం	CAPITAL																								
భోపాల్	CAPITAL																								
ముంబై	CAPITAL																								
ఇంఫాల్	CAPITAL																								
షిల్లాంగ్	CAPITAL																								
ఐజావల్	CAPITAL																								
కోహిమా	CAPITAL																								
భువనేశ్వర్	CAPITAL																								
జైపూర్	CAPITAL																								
గంగ్‌టోక్	CAPITAL																								
చెన్నై	CAPITAL																								
హైదరాబాద్	CAPITAL																								
అగర్తల	CAPITAL																								
లక్నో	CAPITAL																								
డెహ్రాడూన్	CAPITAL																								
గైర్‌సైన్	CAPITAL																								
కోల్‌కతా	CAPITAL																								
పోర్ట్ బ్లెయర్	CAPITAL																								
దమన్	CAPITAL																								
న్యూ ఢిల్లీ	CAPITAL																								
శ్రీనగర్	CAPITAL																								
జమ్మూ	CAPITAL																								
లెహ్	CAPITAL																								
కార్గిల్	CAPITAL																								
కవరత్తి	CAPITAL																								
పుదుచ్చేరి	CAPITAL																								
తాజ్ మహల్	PLACE																								
ఖజురాహో దేవాలయాలు	PLACE																								
అజంతా గుహలు	PLACE																								
ఎల్లోరా గుహలు	PLACE																								
కొండాపల్లి గుహలు	PLACE																								
మహాబలిపురం	PLACE																								
కొణార్క్ సూర్య దేవాలయం	PLACE																								
హంపి	PLACE																								
ఫతేపూర్ సిక్రీ	PLACE																								
లాల్ కోట	PLACE																								
ఖుదాబాద్ కోట	PLACE																								
గోల్ కొండ కోట	PLACE																								
మీనాక్షి అమ్మవారి దేవాలయం	PLACE																								
విజయ స్తంభం (చిత్తోర్ గఢ్)	PLACE																								
జంతర్ మంతర్ (జైపూర్)	PLACE																								
సాంచి స్తూపం	PLACE																								
విక్టోరియా మెమోరియల్	PLACE																								
ఇండియా గేట్	PLACE																								
రెడ్ ఫోర్ట్ (ఢిల్లీ)	PLACE																								
రెడ్ ఫోర్ట్ (ఆగ్రా)	PLACE																								
అమరావతి స్తూపం	PLACE																								
సారనాథ్	PLACE																								
నాలంద విశ్వవిద్యాలయం	PLACE																								
విక్రమశిల విశ్వవిద్యాలయం	PLACE																								
మాచు పిచుకు కోట (మధ్య ప్రదేశ్)	PLACE																								
జైసల్మేర్ ఫోర్ట్	PLACE																								
మేహరాంగఢ్ ఫోర్ట్	PLACE																								
ఉదయ్ పుర్ ప్యాలెస్	PLACE																								
మైసూర్ ప్యాలెస్	PLACE																								
హావా మహల్	PLACE																								
బులంద్ దర్వాజా	PLACE																								
అజ్మీర్ షరీఫ్ దర్గా	PLACE																								
వేలూరు కోట	PLACE																								
చిత్రదుర్గ కోట	PLACE																								
పాండిచ్చేరి ఫ్రెంచ్ క్వార్టర్	PLACE																								
దార్జిలింగ్ హిమాలయన్ రైల్వే	PLACE																								
కాంచిపురం దేవాలయాలు	PLACE																								
బేలూర్ మఠం	PLACE																								
శ్రీశైలం	PLACE																								
వేములవాడ భీమేశ్వర ఆలయం	PLACE																								
ఆంధ్ర భువనేశ్వరి ఆలయం	PLACE																								
సిక్కింలోని గంగ్టోక్ మొనాస్టరీలు	PLACE																								
అఫ్గానిస్తాన్	COUNTRY																								
ఆల్బేనియా	COUNTRY																								
అల్జీరియా	COUNTRY																								
అండోరా	COUNTRY																								
అంగోలా	COUNTRY																								
ఆంటిగ్వా మరియు బర్బుడా	COUNTRY																								
అర్జెంటీనా	COUNTRY																								
అర్మేనియా	COUNTRY																								
ఆస్ట్రేలియా	COUNTRY																								
ఆస్ట్రియా	COUNTRY																								
అజెర్బైజాన్	COUNTRY																								
బహమాస్	COUNTRY																								
బహ్రెయిన్	COUNTRY																								
బంగ్లాదేశ్	COUNTRY																								
బార్బడోస్	COUNTRY																								
బెలారస్	COUNTRY																								
బెల్జియం	COUNTRY																								
బెలిజ్	COUNTRY																								
బెనిన్	COUNTRY																								
భూటాన్	COUNTRY																								
బొలీవియా	COUNTRY																								
బోస్నియా మరియు హెర్జెగోవినా	COUNTRY																								
బొట్స్వానా	COUNTRY																								
బ్రజీల్	COUNTRY																								
బ్రూనేయి	COUNTRY																								
బల్గేరియా	COUNTRY																								
బుర్కినా ఫాసో	COUNTRY																								
బురుండి	COUNTRY																								
కెంబోడియా	COUNTRY																								
కెమెరూన్	COUNTRY																								
కెనడా	COUNTRY																								
కేప్ వెర్డె	COUNTRY																								
సెంట్రల్ అఫ్రికన్ రిపబ్లిక్	COUNTRY																								
చాడ్	COUNTRY																								
చిలీ	COUNTRY																								
చైనా	COUNTRY																								
కొలంబియా	COUNTRY																								
కొమొరోస్	COUNTRY																								
కాంగో - బ్రజావిల్లే	COUNTRY																								
కాంగో - కిన్షాసా	COUNTRY																								
కోస్టా రికా	COUNTRY																								
క్రొయేషియా	COUNTRY																								
క్యూబా	COUNTRY																								
సైప్రస్	COUNTRY																								
చెక్ రిపబ్లిక్	COUNTRY																								
డెన్మార్క్	COUNTRY																								
జిబౌటి	COUNTRY																								
డొమినికా	COUNTRY																								
డొమినికన్ రిపబ్లిక్	COUNTRY																								
ఈక్వెడార్	COUNTRY																								
ఈజిప్ట్	COUNTRY																								
ఎల్ సాల్వడార్	COUNTRY																								
ఈక్వటోరియల్ గినియా	COUNTRY																								
ఎరిట్రియా	COUNTRY																								
ఎస్టోనియా	COUNTRY																								
ఇథియోపియా	COUNTRY																								
ఫిజి	COUNTRY																								
ఫిన్లాండ్	COUNTRY																								
ఫ్రాన్స్	COUNTRY																								
గాబాన్	COUNTRY																								
గంబియా	COUNTRY																								
జార్జియా	COUNTRY																								
జర్మనీ	COUNTRY																								
ఘనా	COUNTRY																								
గ్రీస్	COUNTRY																								
గ్రెనేడా	COUNTRY																								
గ్వాటెమాలా	COUNTRY																								
గినియా	COUNTRY																								
గినియా-బిస్సావు	COUNTRY																								
గయానా	COUNTRY																								
హైతి	COUNTRY																								
హోండూరస్	COUNTRY																								
హంగేరీ	COUNTRY																								
ఐస్లాండ్	COUNTRY																								
భారతదేశం	COUNTRY																								
ఇండోనేషియా	COUNTRY																								
ఇరాన్	COUNTRY																								
ఇరాక్	COUNTRY																								
ఐర్లాండ్	COUNTRY																								
ఇజ్రాయెల్	COUNTRY																								
ఇటలీ	COUNTRY																								
జమైకా	COUNTRY																								
జపాన్	COUNTRY																								
జోర్డాన్	COUNTRY																								
కజక్స్తాన్	COUNTRY																								
కెన్యా	COUNTRY																								
కిరిబాతి	COUNTRY																								
కొరియా దక్షిణ	COUNTRY																								
కొరియా ఉత్తర	COUNTRY																								
కువైట్	COUNTRY																								
కిర్గిజ్స్తాన్	COUNTRY																								
లావోస్	COUNTRY																								
లాట్వియా	COUNTRY																								
లెబనాన్	COUNTRY																								
లెసోతో	COUNTRY																								
లైబీరియా	COUNTRY																								
లిబియా	COUNTRY																								
లైచెన్స్టీన్	COUNTRY																								
లిథువేనియా	COUNTRY																								
లక్సెంబర్గ్	COUNTRY																								
మాడగాస్కర్	COUNTRY																								
మలావి	COUNTRY																								
మలేషియా	COUNTRY																								
మాల్దీవులు	COUNTRY																								
మాలి	COUNTRY																								
మాల్టా	COUNTRY																								
మార్షల్ దీవులు	COUNTRY																								
మౌరిటానియా	COUNTRY																								
మారిషస్	COUNTRY																								
మెక్సికో	COUNTRY																								
మైక్రోనేషియా	COUNTRY																								
మొల్దోవా	COUNTRY																								
మొనాకో	COUNTRY																								
మంగోలియా	COUNTRY																								
మాంటెనెగ్రో	COUNTRY																								
మొరాకో	COUNTRY																								
మొజాంబిక్	COUNTRY																								
మయన్మార్	COUNTRY																								
నమీబియా	COUNTRY																								
నౌరు	COUNTRY																								
నేపాల్	COUNTRY																								
నెదర్లాండ్స్	COUNTRY																								
న్యూజిలాండ్	COUNTRY																								
నికారాగువా	COUNTRY																								
నైజర్	COUNTRY																								
నైజీరియా	COUNTRY																								
ఉత్తర మెసిడోనియా	COUNTRY																								
నార్వే	COUNTRY																								
ఒమన్	COUNTRY																								
పాకిస్తాన్	COUNTRY																								
పలావు	COUNTRY																								
పనామా	COUNTRY																								
పపువా న్యూ గినియా	COUNTRY																								
పరాగ్వే	COUNTRY																								
పెరూ	COUNTRY																								
ఫిలిప్పీన్స్	COUNTRY																								
పోలాండ్	COUNTRY																								
పోర్చుగల్	COUNTRY																								
కతార్	COUNTRY																								
రొమేనియా	COUNTRY																								
రష్యా	COUNTRY																								
రువాండా	COUNTRY																								
సెయింట్ కిట్స్ మరియు నెవిస్	COUNTRY																								
సెయింట్ లూసియా	COUNTRY																								
సెయింట్ విన్సెంట్ మరియు గ్రెనడీన్స్	COUNTRY																								
సమోవా	COUNTRY																								
సాన్ మారినో	COUNTRY																								
సావో టోమే మరియు ప్రిన్సిపే	COUNTRY																								
సౌదీ అరేబియా	COUNTRY																								
సెనెగల్	COUNTRY																								
సెర్బియా	COUNTRY																								
సెయిషెల్స్	COUNTRY																								
సియెర్రా లియోన్	COUNTRY																								
సింగపూర్	COUNTRY																								
స్లోవాకియా	COUNTRY																								
స్లోవేనియా	COUNTRY																								
సొలోమన్ దీవులు	COUNTRY																								
సోమాలియా	COUNTRY																								
దక్షిణ ఆఫ్రికా	COUNTRY																								
దక్షిణ సుడాన్	COUNTRY																								
స్పెయిన్	COUNTRY																								
శ్రీలంక	COUNTRY																								
